most_info_gvm_print,most_info_gv_emails,most_info_gvm_website,most_info_gv_publications,most_info_media,most_info_wordofmouth_alumni,most_info_socialmedia,most_info_lanthorn,most_info_other,info_text,where_read,num_issues,website_enjoy_likert,website_navigate_likert,website_design_likert,website_connected_likert,website_proud_likert,print_enjoy_likert,print_design_likert,print_connected_likert,print_proud_likert,gvsu_engagement,num_articles,drive_to_website,website_only,website_engagment,website_engagment_text,action_saved_article,action_discussed_article,action_recommended_gv,action_attended_event,action_donated,action_visited_website,action_contacted_classmate,action_shared_article_social_media,action_shared_article_email,action_none,opting,comments,age,relation_alumni,relation_undergrad,relation_grad,relation_family_undergrad,relation_faculty,relation_family_faculty,relation_donor,relation_other,relation_text,avid_reader,key_pop,num_actions
1,1,NA,NA,NA,NA,1,NA,NA,NA,Print issues,2,3,3,3,3,3,4,4,4,4,Agree,5,Social Media,I don't know/I'm not sure,It is currently engaging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+,Alumni over 35,1
1,1,NA,NA,1,NA,1,NA,1,Internal GVSU staff communications,Print issues,3,2,4,3,3,3,5,4,4,4,Neutral,2,Email,I don't know/I'm not sure,Other,"I'm not sure there is anything that you can do to make me more interested in the website. When so much media is digital these days, I really like having the print version arrive at my home for me to leaf through and get off a screen for once. Because I enjoy that experience I just don't feel as compelled to visit the virtual publication and would likely just not read any of it if it was only available digitally.",NA,1,NA,NA,1,NA,NA,NA,NA,NA,Yes,None at this time.,36-49,NA,NA,NA,NA,1,NA,1,NA,NA,0-4 Articles,Other,2
1,NA,1,NA,NA,NA,NA,NA,NA,NA,Both,3,5,4,2,5,5,5,5,5,5,Agree,4,Link within printed Issue,No,Larger variety of content,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,Yes,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,4
1,1,NA,1,NA,1,1,NA,NA,NA,Print issues,1,3,3,5,5,5,5,5,5,5,Neutral,5,Email,Yes,It is currently engaging,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,Yes,NA,25-35,1,NA,NA,NA,1,NA,NA,NA,NA,5-10+,Other,2
1,1,1,1,NA,1,1,NA,NA,NA,Both,3,5,4,4,5,5,5,5,5,5,Agree,15,Email,I don't know/I'm not sure,Easier navigation,NA,1,1,NA,1,NA,1,NA,1,NA,NA,Yes,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+,Alumni over 35,5
NA,NA,1,NA,NA,NA,NA,1,NA,NA,Both,1,3,5,5,4,4,5,5,5,4,Neutral,3,Email,Yes,Larger variety of content,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,I would like to see articles in some of the lesser known majors and departments.,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 Articles,Other,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,GVM Website,0,1,3,1,3,3,3,3,3,3,Agree,0,Email,Yes,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 Articles,Other,1
NA,1,NA,NA,NA,NA,1,NA,NA,NA,Both,1,3,3,3,4,4,4,4,4,4,Agree,3,Email,Yes,It is currently engaging,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,Yes,NA,36-49,1,NA,NA,NA,NA,NA,1,NA,NA,0-4 Articles,Alumni over 35,3
1,1,1,NA,1,NA,1,NA,NA,NA,Both,3,4,4,4,4,4,5,4,4,5,Agree,15,Link within printed Issue,Yes,It is currently engaging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,NA,50-65,NA,NA,NA,NA,1,NA,NA,NA,NA,5-10+,Other,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,4,4,4,4,4,5,5,5,5,Neutral,4,Link within printed Issue,No,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Yes,NA,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Both,3,3,4,4,2,2,3,4,2,2,Disagree,0,Email,No,Larger variety of content,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,NA,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,1,3,4,4,3,3,4,4,4,3,Neutral,2,Link within printed Issue,No,Larger variety of content,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,Yes,NA,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,2
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,3,3,3,5,5,5,5,5,5,Agree,15,Email,No,It is currently engaging,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,Yes,NA,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+,Alumni over 35,4
1,1,1,NA,NA,NA,NA,NA,NA,NA,Both,3,3,3,3,4,3,5,4,5,4,Neutral,6,Email,No,I don't know/I'm not sure,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+,Alumni over 35,1
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Print issues,2,3,3,3,3,3,5,5,4,4,Neutral,2,Social Media,No,I don't use the website,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,Yes,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,3
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Both,2,3,3,3,3,3,4,5,4,4,Neutral,2,Email,No,I don't know/I'm not sure,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,Yes,NA,25-35,1,NA,NA,1,NA,NA,NA,NA,NA,0-4 Articles,Other,2
NA,NA,NA,NA,NA,NA,NA,NA,1,By supervising GVSU interns,Both,2,5,5,5,5,4,5,5,5,5,Agree,7,Email,I don't know/I'm not sure,It is currently engaging,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,Yes,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+,Alumni over 35,3
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Both,1,3,3,3,3,3,4,4,4,4,Neutral,0,Email,No,I don't use the website,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,Yes,NA,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,2
1,1,NA,NA,1,NA,1,NA,NA,NA,Both,3,4,4,4,4,5,5,5,5,5,Neutral,15,Email,No,It is currently engaging,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Loyal to GVSU,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+,Alumni over 35,1
1,1,NA,1,NA,NA,NA,NA,NA,NA,Print issues,3,3,4,4,3,4,5,5,5,5,Agree,5,Link within printed Issue,No,It is currently engaging,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,Yes,NA,66+,1,NA,NA,NA,NA,NA,1,NA,NA,5-10+,Alumni over 35,2
1,1,1,NA,NA,NA,NA,NA,NA,NA,Both,3,3,3,3,3,3,4,4,4,5,Neutral,6,Link within printed Issue,No,Larger variety of content,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+,Alumni over 35,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,5,5,5,5,Agree,0,Email,I don't know/I'm not sure,I don't use the website,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,Yes,NA,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,3
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Both,2,5,4,5,5,5,4,4,3,5,Agree,15,Email,No,Larger variety of content,NA,NA,1,NA,1,NA,1,NA,NA,1,NA,Yes,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,5-10+,Other,4
NA,1,NA,NA,NA,NA,1,NA,NA,NA,Print issues,2,1,3,3,2,4,5,4,4,3,Agree,1,Social Media,I don't know/I'm not sure,I don't use the website,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,Yes,No,66+,1,NA,NA,NA,NA,NA,NA,1,Retiree,0-4 Articles,Alumni over 35,3
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,4,5,3,3,5,5,3,4,5,Agree,1,Link within printed Issue,No,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,NA,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,1
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,2,3,3,3,3,5,4,4,4,Neutral,0,Social Media,I don't know/I'm not sure,I don't use the website,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,Yes,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,2
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,GVM Website,0,2,3,3,4,5,3,3,3,3,Agree,4,Email,Yes,I don't use the website,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,Yes,Most of my reading of the magazine is through emailed links. I typically do not browse the website or visit it for reading. I would prefer a printed copy but don't believe I am getting them mailed.,25-35,NA,NA,1,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,4
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,GVM Website,3,5,5,5,5,5,5,5,5,5,Neutral,8,Email,Yes,I don't know/I'm not sure,NA,1,1,1,NA,NA,1,NA,NA,1,NA,Yes,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,5-10+,Other,5
1,NA,1,NA,1,1,1,NA,NA,NA,Print issues,3,3,3,3,3,4,5,5,5,5,Neutral,5,Word of Mouth,No,I don't know/I'm not sure,NA,NA,1,1,1,NA,NA,1,1,NA,NA,Yes,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+,Alumni over 35,5
1,NA,NA,NA,1,NA,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,5,5,5,5,Agree,1,Social Media,I don't know/I'm not sure,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,1
1,1,1,NA,NA,NA,1,NA,NA,NA,Both,3,4,4,3,3,4,4,4,4,4,Neutral,6,Link within printed Issue,Yes,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+,Alumni over 35,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,3,3,3,3,3,4,4,4,4,Agree,15,Email,I don't know/I'm not sure,I don't use the website,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,Yes,NA,66+,NA,NA,NA,NA,NA,NA,1,1,"Parent of grad, past mentor",5-10+,Other,2
1,1,NA,NA,NA,1,1,NA,NA,NA,Print issues,3,3,3,3,3,3,5,5,5,5,Agree,0,Email,No,I don't know/I'm not sure,NA,1,1,1,1,NA,NA,NA,NA,1,NA,Yes,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,5
1,1,NA,NA,NA,NA,NA,1,NA,NA,Both,2,5,5,5,5,3,5,5,5,5,Agree,7,Link within printed Issue,No,Larger variety of content,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,Yes,I love when important dates are recapped. Helps me keep track.,66+,NA,NA,NA,1,NA,NA,NA,NA,NA,5-10+,Other,3
1,1,NA,NA,NA,NA,NA,NA,NA,NA,GVM Website,1,3,3,3,3,3,5,4,5,4,Neutral,4,Link within printed Issue,No,I don't know/I'm not sure,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,2
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,3,3,3,3,3,5,4,4,5,Neutral,0,Link within printed Issue,No,I don't know/I'm not sure,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,66+,1,NA,NA,NA,NA,NA,1,NA,NA,0-4 Articles,Alumni over 35,1
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,5,5,4,4,Neutral,0,Link within printed Issue,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,NA,66+,NA,NA,NA,NA,NA,NA,NA,1,NA,0-4 Articles,Other,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,1,1,1,1,Neutral,0,Link within printed Issue,No,I don't know/I'm not sure,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,Yes,NA,66+,1,1,NA,NA,NA,NA,1,NA,NA,0-4 Articles,Alumni over 35,2
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,3,3,3,3,3,4,4,4,4,Neutral,0,Word of Mouth,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,No,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,1
1,1,NA,NA,NA,1,NA,NA,NA,NA,Print issues,2,3,3,3,3,3,5,4,5,5,Neutral,1,Social Media,Yes,I don't use the website,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,Yes,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,4
NA,1,1,NA,NA,NA,NA,NA,NA,NA,GVM Website,1,4,4,4,4,4,4,4,4,4,Agree,4,Email,Yes,I don't know/I'm not sure,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,Yes,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,4
1,1,1,NA,NA,NA,NA,NA,NA,NA,Print issues,2,5,3,4,5,5,5,5,5,5,Neutral,5,Email,I don't know/I'm not sure,I don't use the website,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,Yes,no,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+,Alumni over 35,3
1,NA,1,NA,1,NA,1,NA,NA,NA,Both,3,4,5,5,5,5,5,5,5,5,Agree,4,Email,No,Easier navigation,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Yes,No,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,2
1,1,NA,NA,NA,NA,1,NA,NA,NA,Print issues,2,3,3,3,3,3,4,4,4,4,Agree,0,Social Media,No,I don't know/I'm not sure,NA,NA,1,NA,1,NA,NA,1,1,1,NA,Yes,NA,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,5
1,NA,1,NA,NA,NA,NA,1,NA,NA,Both,3,5,5,5,5,5,5,5,5,5,Agree,5,Social Media,Yes,It is currently engaging,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,Yes,NA,17-24,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+,Other,4
1,1,1,1,NA,NA,NA,NA,NA,NA,Both,3,3,3,3,4,4,5,5,5,5,Agree,6,Link within printed Issue,No,Larger variety of content,NA,1,NA,1,1,1,1,NA,NA,NA,NA,Yes,NA,36-49,1,NA,NA,1,NA,NA,1,NA,NA,5-10+,Alumni over 35,5
1,1,NA,NA,NA,NA,1,NA,NA,NA,Print issues,3,3,3,3,3,3,5,5,4,4,Agree,0,Link within printed Issue,I don't know/I'm not sure,I don't use the website,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,Yes,NA,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,4
1,1,NA,1,1,NA,NA,NA,NA,NA,Both,3,3,3,3,3,3,5,5,5,5,Neutral,8,Email,No,I don't know/I'm not sure,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Yes,NA,66+,1,NA,NA,NA,NA,NA,1,NA,NA,5-10+,Alumni over 35,2
1,1,1,1,NA,1,1,NA,NA,NA,Both,3,4,4,4,5,5,5,4,5,5,Agree,6,Social Media,Yes,I don't know/I'm not sure,NA,1,1,NA,1,NA,NA,1,1,NA,NA,Yes,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+,Alumni over 35,5
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,GVM Website,2,4,5,4,5,3,5,4,5,5,Agree,15,Link within printed Issue,I don't know/I'm not sure,Other,Social media links to articles,1,1,NA,NA,NA,1,NA,NA,1,NA,Yes,NA,36-49,NA,NA,NA,1,NA,NA,NA,NA,NA,5-10+,Other,4
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Both,3,4,4,5,5,4,4,4,5,5,Agree,7,Email,Yes,It is currently engaging,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,Yes,NA,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+,Other,4
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Both,3,4,4,4,4,4,3,4,4,4,Agree,6,Social Media,No,I don't know/I'm not sure,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,Yes,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,5-10+,Other,3
1,1,NA,NA,NA,1,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,5,5,5,5,Agree,0,Email,No,I don't use the website,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,Yes,NA,66+,1,NA,NA,NA,NA,NA,1,NA,NA,0-4 Articles,Alumni over 35,4
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I don't read the GVM,2,1,1,1,1,1,2,4,2,3,Neutral,0,Doing research,I don't know/I'm not sure,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,NA,36-49,1,NA,NA,NA,1,NA,NA,NA,NA,0-4 Articles,Alumni over 35,1
NA,NA,NA,NA,NA,NA,NA,NA,1,In Seidman College we work with a complete lack of info sharing.,I don't read the GVM,0,1,3,1,1,1,3,3,3,3,Disagree,15,Social Media,No,Other,Make it more inclusive.,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,Stop wasting precious environmental resources to print these vanity projects.,25-35,NA,NA,NA,NA,NA,NA,NA,1,Marginalized stakeholder at Seidman,5-10+,Other,1
1,NA,NA,NA,1,NA,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,4,4,4,4,Neutral,0,Word of Mouth,No,I don't know/I'm not sure,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,66+,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 Articles,Other,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I don't read the GVM,0,3,3,3,3,3,3,3,4,4,Neutral,0,Social Media,Yes,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,No,"I do think the magazine is great, but I never signed up for it and continue to get it. I don't mind it at all, but truly it usually goes right into the recycling bin.",36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,1
1,1,NA,NA,NA,NA,NA,NA,1,GVUF,Both,3,5,4,5,5,5,3,3,3,5,Neutral,7,Email,Yes,It is currently engaging,NA,1,1,NA,1,NA,1,NA,NA,1,NA,No,NA,66+,NA,NA,NA,NA,NA,NA,1,1,"Director, GVUF + Family Connection",5-10+,Other,5
NA,1,NA,NA,NA,NA,NA,NA,1,At the office,GVM Website,3,5,5,5,5,5,5,5,5,5,Agree,15,Email,Yes,Larger variety of content,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,No,NA,36-49,1,NA,NA,NA,1,NA,NA,NA,NA,5-10+,Alumni over 35,3
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Print issues,2,4,3,4,4,5,5,5,5,5,Neutral,3,Email,No,I don't know/I'm not sure,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,Yes,NA,50-65,1,NA,NA,NA,NA,NA,NA,1,Former employee,0-4 Articles,Alumni over 35,3
1,NA,NA,NA,NA,NA,1,NA,NA,NA,Print issues,3,3,3,3,3,3,5,5,5,5,Disagree,0,Social Media,Yes,I don't use the website,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,No,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,2
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,I don't read the GVM,0,3,3,4,3,3,1,5,4,3,Neutral,0,Social Media,I don't know/I'm not sure,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I don't read the GVM,0,1,3,3,3,1,1,1,1,1,Disagree,1,Email,I don't know/I'm not sure,Other,"I don't really care about other alumni, and won't read other alumni stories, unless I personally know them. Same with student stuff. If it doesn't personally affect me, I have so much else taking up time in my life and competing for my attention, I'm really not interested. What's in it for me? Why do I care? And don't say b/c I'm an alumni, b/c that's just not true. I don't just care b/c I'm an alumni. You need something to draw me in.",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,"Printed magazines are so 1990. Stop wasting money on magazines no one reads, and then turn around and ask alumni for money. I'd rather see your alumni department come up with ways that alumni actually want to engage, rather than spend money on old forms of communication.",36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,1
1,1,NA,NA,NA,NA,1,NA,NA,NA,Print issues,1,3,3,3,3,3,4,3,3,3,Neutral,1,Social Media,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,1
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,1,3,3,3,3,3,4,4,2,3,Disagree,0,Link within printed Issue,No,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,GVSU is not the same college of old,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,1
NA,1,NA,1,1,NA,NA,NA,NA,NA,Both,2,3,3,3,4,4,2,4,4,5,Agree,6,Email,Yes,I don't know/I'm not sure,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,No,NA,50-65,NA,NA,1,NA,NA,NA,NA,NA,NA,5-10+,Other,2
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,2,3,3,2,3,5,5,5,5,Neutral,15,Link within printed Issue,I don't know/I'm not sure,I don't know/I'm not sure,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,Yes,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+,Alumni over 35,4
NA,1,1,NA,NA,NA,NA,NA,NA,NA,I don't read the GVM,1,3,3,4,4,3,3,4,4,3,Agree,2,Email,Yes,More specific recommendations,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,Yes,NA,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,3
NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Print issues,1,5,5,5,5,5,5,5,5,5,Agree,0,Email,No,Larger variety of content,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,No,NA,50-65,1,NA,NA,1,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,1
1,1,NA,NA,NA,1,1,NA,NA,NA,Print issues,3,3,3,3,4,4,4,4,4,4,Neutral,1,Email,No,I don't use the website,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,Yes,It would be interesting to hear more about what is new and upcoming in every issue. I like to see how GV is growing and reinvesting.,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,2
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Both,2,1,1,1,1,1,1,1,1,1,Neutral,1,Email,I don't know/I'm not sure,Easier navigation,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,1
1,1,NA,NA,NA,NA,1,NA,NA,NA,Print issues,3,3,3,3,3,3,5,5,5,5,Agree,0,Email,No,I don't use the website,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,Yes,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Alumni over 35,3
1,1,NA,NA,NA,NA,NA,NA,1,www.gvsu.edu,Print issues,3,3,3,3,5,3,5,5,5,5,Agree,0,Email,No,I don't know/I'm not sure,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,Yes,NA,36-49,NA,NA,NA,1,1,NA,NA,NA,NA,0-4 Articles,Other,3
1,1,NA,1,NA,1,NA,NA,1,Faculty communications,Print issues,2,3,3,5,4,5,5,5,5,5,Agree,5,Email,Yes,Easier navigation,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,No,NA,50-65,NA,NA,NA,NA,1,NA,NA,NA,NA,5-10+,Other,4
1,NA,NA,NA,NA,NA,1,NA,NA,NA,Print issues,3,4,5,5,4,4,4,5,5,4,Neutral,1,Social Media,I don't know/I'm not sure,Larger variety of content,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,4,4,3,3,Neutral,0,Email,Yes,More specific recommendations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I don't read the GVM,0,3,3,3,3,3,2,2,2,2,Neutral,0,Email,No,More specific recommendations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,25-35,NA,NA,1,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,1
1,1,NA,NA,NA,NA,1,NA,NA,NA,Print issues,1,3,3,3,3,3,4,4,4,4,Agree,0,Email,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,NA,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 Articles,Other,1
NA,1,1,NA,NA,NA,NA,NA,NA,NA,Both,2,4,4,3,3,3,4,4,4,3,Neutral,3,Email,Yes,I don't know/I'm not sure,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,No,NA,36-49,NA,NA,NA,NA,1,NA,NA,NA,NA,0-4 Articles,Other,1
1,NA,NA,NA,NA,NA,1,NA,NA,NA,Print issues,3,4,4,4,4,4,5,5,5,5,Agree,15,Social Media,I don't know/I'm not sure,Other,More Alumni features.,1,1,1,1,NA,1,1,NA,1,NA,Yes,More Alumni should be featured.,36-49,NA,NA,1,NA,NA,NA,NA,NA,NA,5-10+,Other,7
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I don't read the GVM,0,3,3,3,3,3,3,3,3,3,Neutral,0,Doing research,No,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,NA,36-49,NA,NA,NA,NA,1,NA,NA,NA,NA,0-4 Articles,Other,1
